LLLHHLLLLHHHLHHLLHHLLHHHHHHHHLLHLHHLLLLLHHHLLHHHHLHLHHHHLLLLLHHL
W_LIST: 0.46684 -1.35614 -0.348579 -0.306138 1.15557 1.91677 -0.111954 -0.79151 -0.946173 -0.882042 1.99142 1.70443 1.75205 -0.918014 -0.420475 -0.596203 -1.34886 0.154189 0.556596 -1.64053 1.58845 1.17107 -1.37545 -0.747798 1.89022 1.10978 -0.0494749 1.11616 -0.28301 -0.815756 -0.063085 0.178605 0.509514 -1.98716 -1.95584 -0.59053 1.40941 1.45569 -1.2544 -0.0881184 -0.279855 1.81675 1.94744 0.94472 1.79021 0.32894 0.585982 -0.846471 -1.85803 0.18801 0.61786 1.49623 -0.764197 0.873544 -0.751609 -1.61478 -0.049092 -1.90684 0.996572 -0.272312 -0.319851 -0.591337 -1.9255 0.830925 
st	op	ed	phy
SITE: 21	22	24	1
SITE: 19	20	23	1
SITE: 19	23	24	1
SITE: 18	19	24	0
SITE: 17	18	24	0
SITE: 16	17	24	0
SITE: 15	16	24	0
SITE: 15	24	25	0
SITE: 15	25	26	0
SITE: 15	21	27	0
SITE: 15	27	28	0
SITE: 14	26	28	0
SITE: 14	15	29	1
SITE: 12	13	28	1
SITE: 12	14	29	1
SITE: 11	12	29	1
SITE: 9	10	28	0
SITE: 9	11	29	0
SITE: 8	28	29	0
SITE: 8	29	30	0
SITE: 8	30	31	1
SITE: 9	32	33	1
SITE: 8	31	33	1
SITE: 8	33	34	1
SITE: 8	34	35	1
SITE: 8	35	36	0
SITE: 9	36	38	1
SITE: 8	37	38	1
SITE: 8	38	39	0
SITE: 9	39	41	1
WARN: Unitary gate is identity
SITE: 40	40	40	1
SITE: 8	41	42	0
SITE: 8	42	43	0
SITE: 9	44	45	1
WARN: Unitary gate is identity
SITE: 43	43	43	1
SITE: 8	45	46	1
SITE: 8	46	47	0
SITE: 8	47	48	1
SITE: 8	48	49	1
SITE: 8	49	50	0
SITE: 9	51	52	1
WARN: Unitary gate is identity
SITE: 50	50	50	0
SITE: 8	52	53	1
SITE: 8	53	54	0
SITE: 8	54	55	1
SITE: 8	55	56	1
SITE: 9	57	58	0
SITE: 8	56	58	1
SITE: 8	58	59	1
SITE: 8	59	60	0
SITE: 8	60	61	1
SITE: 9	62	63	1
WARN: Unitary gate is identity
SITE: 61	61	61	1
SITE: 7	8	63	0
SITE: 6	9	63	0
SITE: 5	7	63	0
SITE: 4	5	63	1
SITE: 3	4	63	0
SITE: 2	3	63	0
SITE: 1	6	63	1
SITE: 0	1	63	0
WARN: Unitary gate is identity
SITE: 0	0	0	1
WARN: Unitary gate is identity
SITE: 63	63	63	1
WARN: Unitary gate is identity
SITE: 2	2	2	1
MPS Info: 4.18757 1.6695 0.000475617 
Writing MPS done!
