HLHLLHHHLLLLHHLHHLLLLLLHHHHHHLLHLLHLLHHHHHLHLLLHHLHHHHHLHHLLLHLL
W_LIST: 6.781 1.39433 -7.95862 2.71429 -3.49216 -6.6584 9.63672 4.79799 -9.93639 -7.80212 4.75553 -2.55418 5.07602 -2.80162 6.80629 -4.39724 -2.82479 7.4027 -2.46805 -9.28379 -1.72006 8.003 6.22349 8.62782 2.01631 4.9778 5.71388 7.10747 -4.39927 6.97854 3.88432 -6.04214 -7.77417 7.57466 -9.56533 3.66871 -1.67989 5.84593 -0.68623 8.27559 -3.99106 -1.20068 3.47573 -3.62105 -7.31318 5.20095 -9.47799 -6.79504 6.81772 -2.84847 -4.69072 -5.85971 1.91226 3.09772 8.74705 4.34893 9.08772 3.95937 0.779087 -2.12016 -7.30128 -7.33356 9.93677 -8.89999 
st	op	ed	phy
SITE: 5	6	8	0
SITE: 32	34	35	1
SITE: 33	35	37	1
SITE: 32	33	37	1
SITE: 32	37	38	0
SITE: 36	39	40	0
SITE: 32	36	40	0
SITE: 30	32	38	0
SITE: 30	31	40	1
SITE: 28	29	38	1
SITE: 28	30	40	1
SITE: 27	28	40	1
SITE: 7	8	10	0
SITE: 5	9	10	0
SITE: 5	7	11	0
SITE: 3	5	10	1
SITE: 3	10	11	1
SITE: 2	4	11	0
SITE: 1	2	11	1
SITE: 1	11	12	0
SITE: 1	12	13	0
SITE: 3	14	15	1
SITE: 1	13	15	1
SITE: 0	0	15	0
SITE: 3	15	17	1
SITE: 1	16	17	1
SITE: 1	17	18	1
SITE: 3	19	20	0
SITE: 1	3	20	1
SITE: 1	18	21	0
SITE: 45	46	48	0
SITE: 45	48	49	0
SITE: 44	47	49	1
SITE: 42	44	45	0
SITE: 42	45	49	1
SITE: 41	42	49	1
SITE: 38	40	43	1
SITE: 38	43	49	1
SITE: 27	41	49	1
SITE: 27	49	50	0
SITE: 38	51	52	1
SITE: 27	50	52	1
SITE: 38	53	54	0
WARN: Unitary gate is identity
SITE: 52	52	52	0
SITE: 27	54	55	0
SITE: 27	55	56	1
SITE: 27	56	57	0
SITE: 27	57	58	0
SITE: 38	59	60	0
WARN: Unitary gate is identity
SITE: 58	58	58	1
SITE: 38	61	62	1
WARN: Unitary gate is identity
SITE: 60	60	60	0
SITE: 27	62	63	1
SITE: 1	21	22	1
SITE: 20	23	24	0
SITE: 1	22	24	1
SITE: 1	24	25	0
SITE: 26	27	63	0
SITE: 20	26	38	0
SITE: 1	25	38	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 20	20	20	0
WARN: Unitary gate is identity
SITE: 1	1	1	1
WARN: Unitary gate is identity
SITE: 38	38	38	0
MPS Info: 8.01665 0.2748 0.248184 
Writing MPS done!
