HLHLLHHHLLLLHHLHHLLLLLLHHHHHHLLHLLHLLHHHHHLHLLLHHLHHHHHLHHLLLHLL
W_LIST: 4.0686 0.836601 -4.77517 1.62858 -2.0953 -3.99504 5.78203 2.87879 -5.96183 -4.68127 2.85332 -1.53251 3.04561 -1.68097 4.08378 -2.63834 -1.69487 4.44162 -1.48083 -5.57027 -1.03204 4.8018 3.7341 5.17669 1.20979 2.98668 3.42833 4.26448 -2.63956 4.18713 2.33059 -3.62529 -4.6645 4.5448 -5.7392 2.20123 -1.00793 3.50756 -0.411738 4.96535 -2.39464 -0.720405 2.08544 -2.17263 -4.38791 3.12057 -5.68679 -4.07702 4.09063 -1.70908 -2.81443 -3.51582 1.14735 1.85863 5.24823 2.60936 5.45263 2.37562 0.467452 -1.2721 -4.38077 -4.40014 5.96206 -5.34 
st	op	ed	phy
SITE: 5	6	8	0
SITE: 32	34	35	1
SITE: 33	35	37	1
SITE: 32	33	37	1
SITE: 32	37	38	0
SITE: 32	36	39	0
SITE: 32	39	40	0
SITE: 30	32	38	0
SITE: 30	31	40	1
SITE: 28	29	38	1
SITE: 28	30	40	1
SITE: 27	28	40	1
SITE: 3	5	7	1
SITE: 3	7	8	0
SITE: 2	4	8	0
SITE: 1	2	8	1
SITE: 0	0	8	0
SITE: 3	8	10	0
SITE: 1	9	10	0
SITE: 1	10	11	1
SITE: 1	11	12	0
SITE: 1	12	13	0
SITE: 3	14	15	1
SITE: 1	13	15	1
SITE: 3	15	17	1
SITE: 1	16	17	1
SITE: 1	17	18	1
SITE: 1	18	19	0
SITE: 3	19	21	0
SITE: 1	3	21	1
SITE: 45	46	48	0
SITE: 45	48	49	0
SITE: 44	45	49	1
SITE: 42	44	47	0
SITE: 42	47	49	1
SITE: 41	42	49	1
SITE: 38	40	43	1
SITE: 38	43	49	1
SITE: 27	41	49	1
SITE: 27	49	50	0
SITE: 38	51	52	1
SITE: 27	50	52	1
SITE: 38	53	54	0
WARN: Unitary gate is identity
SITE: 52	52	52	0
SITE: 27	54	55	0
SITE: 27	55	56	1
SITE: 27	56	57	0
SITE: 27	57	58	0
SITE: 38	59	60	0
WARN: Unitary gate is identity
SITE: 58	58	58	1
SITE: 38	61	62	1
WARN: Unitary gate is identity
SITE: 60	60	60	0
SITE: 27	62	63	1
SITE: 1	21	22	1
SITE: 20	23	24	0
SITE: 1	22	24	1
SITE: 1	24	25	0
SITE: 26	27	63	0
SITE: 20	25	38	0
SITE: 1	26	38	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 20	20	20	0
WARN: Unitary gate is identity
SITE: 1	1	1	1
WARN: Unitary gate is identity
SITE: 38	38	38	0
MPS Info: 5.59029 0.350387 0.404956 
Writing MPS done!
