LHHLHHLLLLHHHHHLHHLLLLHHHHHHHLHHLHHLHLHHLHHHLLLLHLLHHHHLHLHHLHLH
W_LIST: -4.10303 -0.982126 -2.75155 7.91319 3.93329 -1.72325 7.1574 -1.83913 -7.08118 -2.64128 -2.36587 1.95446 -7.82972 -1.44007 -2.08388 2.24774 3.3361 -1.34681 5.9131 1.68862 -1.22475 -0.315445 -3.87207 6.68258 -2.35773 2.44637 0.20174 3.16992 -4.85635 -2.26348 -0.131052 4.85933 -3.80348 -2.09559 0.123546 -3.69866 4.98642 -4.92504 -5.08655 7.32532 2.68603 0.832034 -1.30457 -5.99524 2.86307 7.03396 6.69887 0.455888 -0.129496 -7.17603 -7.23803 3.41553 -4.2217 -3.21079 -7.88008 -6.31543 -5.82856 -0.387397 -4.46002 1.16402 4.40447 -6.54769 0.714198 -4.64846 
st	op	ed	phy
SITE: 60	61	63	1
SITE: 58	60	62	1
SITE: 58	59	63	0
SITE: 56	58	62	1
SITE: 56	57	63	0
SITE: 22	23	25	0
SITE: 21	22	25	1
SITE: 21	25	26	0
SITE: 24	27	28	0
SITE: 21	24	28	1
SITE: 21	28	29	1
SITE: 26	29	31	0
SITE: 21	26	31	0
SITE: 21	31	32	0
SITE: 2	3	5	1
SITE: 2	4	6	0
SITE: 2	6	7	1
SITE: 1	2	7	1
SITE: 0	0	7	0
SITE: 1	7	8	0
SITE: 1	8	9	0
SITE: 34	36	37	0
SITE: 35	38	39	1
SITE: 34	37	39	0
SITE: 34	39	40	0
SITE: 34	35	41	0
SITE: 33	40	41	1
SITE: 30	32	34	0
SITE: 30	33	41	1
SITE: 21	30	41	0
SITE: 34	42	43	1
SITE: 21	34	43	0
SITE: 21	43	44	1
SITE: 21	44	45	1
SITE: 19	20	41	0
SITE: 19	41	45	1
SITE: 18	19	45	1
SITE: 17	18	45	1
SITE: 16	17	45	1
SITE: 14	16	21	0
SITE: 14	15	45	1
SITE: 12	14	21	1
SITE: 12	13	45	1
SITE: 11	12	45	1
SITE: 10	11	45	0
SITE: 5	9	21	0
SITE: 5	10	45	1
SITE: 1	5	45	1
SITE: 21	46	47	1
WARN: Unitary gate is identity
SITE: 45	45	45	1
SITE: 21	48	49	1
WARN: Unitary gate is identity
SITE: 1	1	1	1
SITE: 47	49	51	0
SITE: 21	50	51	0
SITE: 21	51	52	0
SITE: 47	52	54	1
SITE: 21	53	54	1
SITE: 21	54	55	1
SITE: 47	55	62	0
SITE: 21	56	62	1
SITE: 21	63	63	1
WARN: Unitary gate is identity
SITE: 47	47	47	0
WARN: Unitary gate is identity
SITE: 62	62	62	0
WARN: Unitary gate is identity
SITE: 21	21	21	0
MPS Info: 12.0445 0.186475 0.00230157 
Writing MPS done!
