LHHHLLHLLLLLHLLLLLLLHHHLHHHLLLHLHLHLHHLHLLHHLHHLHHHHLHHHLHHHHLLL
W_LIST: 1.48071 -1.92483 0.539878 -1.46566 -3.3373 1.17514 4.12839 -4.6979 -3.88329 0.599466 4.6649 3.72017 -2.32516 -0.399275 3.992 -4.9917 -4.41748 4.61513 -1.3746 -3.24734 -0.670909 -4.39581 2.04817 4.03932 -3.95531 0.56907 -2.60476 0.408662 -3.8708 3.68137 -2.10598 -0.904767 -0.86726 3.59318 4.9371 3.54232 -2.92704 0.920739 3.98492 -4.98114 -4.64693 1.64038 -3.36857 4.31647 -2.76457 -3.80803 3.11258 3.96738 -3.57073 2.45419 3.29783 -2.80073 3.76674 4.43766 -4.22363 -0.0687563 -1.82956 -2.46393 4.03543 2.5151 -0.843772 -4.51783 -4.07564 -1.36058 
st	op	ed	phy
SITE: 40	42	43	1
SITE: 40	43	44	0
SITE: 41	45	46	1
SITE: 40	44	46	0
SITE: 41	47	48	1
SITE: 40	46	48	0
SITE: 40	48	49	1
SITE: 41	50	51	0
SITE: 40	49	51	0
SITE: 40	51	52	1
SITE: 41	53	54	0
SITE: 40	52	54	1
SITE: 40	54	55	1
SITE: 4	6	7	0
SITE: 21	23	24	1
SITE: 22	24	26	1
SITE: 21	22	26	0
SITE: 20	21	26	1
SITE: 19	20	26	1
SITE: 17	19	25	0
SITE: 17	18	26	0
SITE: 16	17	26	1
SITE: 14	15	25	0
SITE: 14	16	26	0
SITE: 13	14	26	1
SITE: 11	12	25	1
SITE: 11	13	26	0
SITE: 9	10	25	1
SITE: 9	11	26	1
SITE: 8	25	26	0
SITE: 9	26	28	1
SITE: 8	27	28	1
SITE: 8	28	29	0
SITE: 8	29	30	1
SITE: 5	7	9	0
SITE: 5	8	30	0
SITE: 4	5	30	1
SITE: 3	4	30	0
SITE: 3	30	31	1
SITE: 1	3	9	1
SITE: 1	9	31	1
SITE: 0	1	31	1
SITE: 36	38	39	1
SITE: 37	39	41	1
SITE: 37	40	55	0
SITE: 36	41	55	1
SITE: 35	36	55	1
SITE: 34	35	55	1
SITE: 32	34	37	0
SITE: 32	33	55	1
SITE: 2	32	37	1
SITE: 2	31	55	0
SITE: 0	0	55	1
SITE: 2	55	56	1
SITE: 37	57	58	1
WARN: Unitary gate is identity
SITE: 56	56	56	0
SITE: 2	58	59	0
SITE: 2	59	60	0
SITE: 2	60	61	1
SITE: 37	61	63	0
WARN: Unitary gate is identity
SITE: 62	62	62	0
WARN: Unitary gate is identity
SITE: 63	63	63	0
WARN: Unitary gate is identity
SITE: 2	2	2	1
WARN: Unitary gate is identity
SITE: 37	37	37	1
MPS Info: -8.54569 0.234123 0.693016 
Writing MPS done!
